Person,M00,M01,M02,M10,M11,M12,M20,M21,M22
1,288915,45931365,7310788545,25170540,4002586335,637203057855,2288388870,363929138205,-10455640027
1,288915,45905355,7302509205,25149630,3997603635,636146229225,2283721860,363087329655,-5601629311
1,298095,47297655,7513773645,25948800,4119613230,654792240030,2358042120,374518240410,-23037166750
1,302175,47926230,7610842710,26237715,4164228030,661702319790,2378343945,377668725630,-21825443074
1,310845,49304250,7830348240,27030765,4290658050,681898277970,2456999715,390240533670,-31885073950
1,316965,50246985,7975768875,27566775,4373278305,694648039545,2509724535,398394892815,-36505147925
1,319770,50688390,8045262750,27755220,4403379015,699453105015,2526301320,401094454395,-27293900325
1,326910,51804525,8220199125,28416690,4507471035,715873806555,2593796760,411780442575,-37032396877
1,330735,52415505,8317887585,28823670,4572585285,726299804385,2641482270,419427879315,-33981649837
1,332775,52740630,8369960880,29126100,4620819045,734016102345,2680762470,425699441115,-35538947821
1,324360,69534165,14916357345,27225075,5837298075,1252385547105,2410629495,516833504535,10839810497
1,325635,69640500,14904000810,27046830,5785642725,1238471417025,2369386050,506859480435,11874349111
1,335835,71609865,15280451445,27912045,5953108110,1270572714480,2451250485,522859686210,697056296
1,341190,72574530,15448844520,28280265,6017036100,1281119039670,2480832525,527910520680,-5461108214
1,339915,72139245,15321645165,27936015,5930759910,1259997678840,2432911905,516614861670,-10704840136
1,335070,70912185,15018997905,27280410,5775630150,1223665584330,2356052610,498946173810,3633726658
1,329460,69642030,14732437320,26694165,5644833510,1194533710110,2293503405,485103302970,5095246866
1,327675,69050685,14562745785,26460840,5577755760,1176640913460,2263456500,477196884660,9396233392
1,333285,70010505,14719077105,27079215,5689336365,1196287511625,2332220055,490010954685,5482428073
1,335835,70374900,14759737110,27535155,5770012245,1210077765765,2396092965,502015994625,12219199881
1,358020,92133030,23722206810,38121990,9812215635,1332879023287,4211842650,1084230794595,6018496239
1,344505,88382490,22686264210,37147635,9531275760,1261311242724,4147783335,1064367397470,8414766550
1,355470,90670860,23139875040,36859740,9405717330,1465007013502,3985026780,1017216492930,2262819462
1,317985,80917365,20602598775,33476910,8519182545,1408887143433,3642701520,927038568075,3277567399
1,322320,81659670,20700663360,33912960,8592043695,1439306859203,3694166130,935944035075,2126925007
1,353430,89079915,22465297275,37143555,9363341940,1408185699588,4079239845,1028327231550,-11837788710
1,363630,91233900,22904601840,38737305,9719587140,1375034226172,4313375745,1082146902720,5884119640
1,372045,92921235,23222322405,39876645,9959584980,1419543616056,4466465505,1115407141770,-6674734518
1,375105,93308835,23225193195,40210695,10001797680,1475648782114,4505501415,1120425931410,-4012405760
1,379950,93966990,23254548030,40551120,10027120200,1591917905118,4517240850,1116721422990,-37312606804
1,281265,45028155,7216809825,24062310,3851238480,617076012150,2144143530,343087961940,-16395097294
1,288660,46252155,7419107445,24885195,3985887915,639091121715,2242845105,359083529265,-27889937155
1,286875,45986445,7379745645,24727350,3962338155,635593480515,2227053210,356710573725,-26708794667
1,282540,45292590,7268287440,24348675,3901989600,625944221100,2192274015,351194456820,-15040483040
1,283050,45354555,7275092115,24484845,3922481910,629017617270,2213826105,354557472810,-10223378886
1,278970,44671920,7160827890,24116370,3861269925,618841654335,2177183370,348522316665,-4413439273
1,278460,44548755,7134472365,24260700,3880901100,621432165420,2206207470,352860922110,-2759729998
1,279480,44683395,7151488005,24418290,3904533480,624965914110,2226805860,356090307390,1503864020
1,283560,45282645,7239150375,24764580,3956129925,632640064905,2257327320,360699000165,1504584233
1,290190,46300095,7395412845,25251885,4030985175,644150422695,2295834615,366624733515,-4584343721
1,269535,59380830,13090179180,21591105,4756263315,1048368528915,1810268205,398709380235,23090869343
1,274125,60357480,13297703280,22025370,4848466725,1067917926435,1853334900,407858597145,18793893215
1,281010,61858920,13625206920,22616205,4976580255,1095700418685,1908703815,419816752275,20131357669
1,285600,62839650,13834684830,23017830,5062368630,1114019200230,1946743950,427950633390,15202886838
1,294270,64662900,14217210840,23948325,5259378315,1155668114355,2053069005,450587769045,7047956645
1,295800,64949265,14269083705,24165075,5303241375,1164476567115,2079488025,456090773085,7738689669
1,296565,65046930,14275126950,24224745,5310318390,1164715505940,2083234995,456380718030,7112884236
1,307530,67316940,14743777680,25666005,5613600600,1228468902540,2260422255,493942419480,3313480812
1,302430,66106455,14458086135,25246020,5514429570,1205176031580,2223216480,485199381360,3625489598
1,308295,67209840,14660583420,25865670,5634980820,1228308361680,2288053800,498059354190,2070323314
1,277440,75180120,20380663860,28159140,7632433560,931406247080,2952176820,800318272140,-11281007012
1,276930,74980455,20309813895,28136955,7619604510,951844281866,2951088735,799250679450,-16774401262
1,280245,75807675,20514996075,28350390,7669731390,993431359008,2958613530,800427957330,-22921464944
1,284070,76728480,20733190650,28828005,7786719525,996001925517,3017433615,815014322745,-30135382631
1,292995,79018635,21319555755,29747535,8022348960,1034768763592,3117130455,840556354650,-33813198662
1,297840,80222745,21616194705,30441390,8198543250,989103906976,3217551750,866428590900,-26189268858
1,308040,82804620,22267061040,31769175,8538329475,925504451801,3395891865,912459440835,-32227095831
1,317220,85081260,22828054920,33063555,8865995040,866449089488,3575105355,958384358160,-18854939108
1,323595,86600550,23184801450,34013175,9099620940,811849957242,3710974965,992390536470,-15871074136
1,330225,88081080,23503714650,35053830,9345166560,830262138648,3868461690,1030663097340,-21109618296
2,249900,38901525,6062493675,21889710,3411954570,532400055780,1995295950,311376748440,-19574907830
2,252705,39366135,6139311405,22150065,3454708380,539417264610,2020236225,315447183390,-7835063452
2,251685,39202935,6113154015,22069995,3441284925,537174845865,2013261465,314232494715,-19598702241
2,256530,39995985,6242934735,22542765,3517372590,549430773420,2062754925,322091455740,-20005307682
2,262905,41053215,6417979485,23166240,3619622235,566194549155,2126259360,332410044255,-21749862013
2,268260,41878140,6545141610,23729280,3705533520,579307686750,2189022000,341940127890,-9058704872
2,272085,42469995,6636955635,24060780,3756318810,587107918980,2217826800,346302874440,-16694943698
2,272850,42584745,6654179865,24255345,3785738670,591560053740,2249638815,351124599570,-11159973792
2,273360,42685215,6673392585,24186495,3777039600,590545907520,2229234225,348159324930,-16705073134
2,286110,44664015,6980949615,25755510,4019099370,627939797040,2422965630,377919730290,-17932763540
2,241485,51923865,11172145935,20369145,4383548940,943979667240,1797125505,387032974350,-13013044782
2,241740,51930750,11163452730,20346705,4373688090,940788791040,1787570655,384463636170,-17999388324
2,246585,52997925,11398373265,20679225,4446704025,956814842085,1809058995,389152923225,-8461921655
2,253215,54324690,11662769760,21213960,4552507605,977619727515,1853000340,397741109025,-15373244929
2,255510,54751815,11740464435,21490635,4606074435,987877789485,1888478235,404820888735,-9586121235
2,263415,56392995,12081395355,22529760,4823308935,1033318414635,2014537740,431258067285,-15629227023
2,279990,59836770,12796856250,24108210,5150284470,1101040061310,2173802070,464193722190,-26474863366
2,284070,60588000,12931635990,24513660,5225472495,1114673791095,2219237970,472754313675,-16272346373
2,289935,61782675,13175074035,25129740,5351341515,1140407311935,2287531050,486736227345,-20409941851
2,295035,62737395,13350670095,25646880,5448907320,1158545399460,2343248550,497335402050,-12396507898
2,259590,69183030,18445783530,27265875,7274350575,614413818471,2958186405,789947658525,-41459261119
2,264945,70500870,18768347820,28008945,7460616090,600836366152,3059677425,815697593460,-22722562098
2,274635,73083000,19456172580,29041950,7735502265,622414162945,3175227870,846369622035,-32231497165
2,280245,74421240,19772060970,29876565,7940992995,612647488511,3291953355,875606018715,-28411918125
2,279225,74060670,19652044200,29956635,7952008485,552684143127,3324631095,883072905765,-27692792501
2,286110,75861225,20123234985,30778755,8167425345,566215380497,3423726645,909071116605,-27501010375
2,291210,77109450,20426692380,31375455,8313568140,597480953956,3496950405,927049875030,-41838025830
2,277440,73326525,19388403525,29988000,7931417745,586827534143,3354822330,887781217095,-28271080059
2,279990,73930110,19529095440,30093570,7950703140,632566230588,3345596940,884272043520,-27216034616
2,281775,74281245,19590338025,30159870,7954770645,703129745945,3336458250,880323008205,-17533750067
2,252195,39386280,6157496730,22155420,3463450035,541980725805,2027004690,317179383345,-16121945421
2,251685,39289890,6139791060,22082235,3450513375,539719403145,2017676025,315586769625,-20479399129
2,252960,39444420,6157139730,22124820,3452417460,539289758490,2014182270,314539297200,-20854644578
2,248880,38823240,6062454660,21708150,3388430565,529449491325,1971845640,308006222445,-25471526699
2,250410,39059625,6098972445,21897870,3417678555,533958698655,1994891010,311561937345,-22245329811
2,249900,38948445,6076691055,21972585,3426451065,534880572105,2011943115,313958395725,-23960623599
2,251175,39154995,6110193975,22100595,3446847240,538138103520,2025398445,316082547000,-22700203812
2,250665,39135105,6116602635,22125075,3455475675,540250845585,2031742335,317472427815,-21335400527
2,247860,38703390,6049963230,21874920,3416890350,534284369610,2010187440,314150926590,-18829983842
2,247860,38767650,6070395870,21916740,3428841690,537028970310,2016842940,315658827270,-12331761538
2,258570,56373615,12296948385,21668880,4726102680,1031324699430,1900657290,414721815300,22138523790
2,257805,56178540,12248237520,21572235,4702518750,1025632617480,1888050345,411735072210,27329677020
2,260865,56836695,12390094785,21819330,4755885660,1037180519430,1908791280,416220718050,15399648416
2,253980,55293435,12044089365,21216255,4621059255,1007025647175,1853295375,403844582475,19878014395
2,255510,55565010,12089821830,21242265,4620853725,1005702065085,1846835205,401869423365,24098888765
2,245565,53365125,11603318805,20517300,4460122890,970075736880,1790205570,389287660890,21093741700
2,249900,54277515,11795249655,20775615,4513126680,980920373820,1804006425,391955623380,18203097536
2,244035,52963500,11501077320,20320695,4410829095,957938612805,1766293455,383453122425,14624244891
2,248880,54002880,11724060540,20646840,4480004220,972605575560,1786515720,387660944490,16844267038
2,243270,52738335,11439411945,20303865,4401693210,954771449310,1766055285,382889963340,18224850556
2,260865,69924315,18750837735,27582075,7393828785,840396140179,3005652615,805776107265,-25397940417
2,267240,71621595,19203051165,28326675,7591691190,897302192120,3091992045,828664614780,2484647106
2,273615,73299240,19644778740,29085555,7791292950,893988707062,3184989015,853124134710,-9101547910
2,266730,71339055,19088559225,28556430,7637221185,845116075671,3151180350,842725553205,-13811912789
2,273360,73044750,19526703540,29247990,7814294205,903250207359,3224798850,861480272805,-32495311533
2,264690,70580685,18828673425,28583715,7621340295,800304203503,3181322625,848218520955,-29951612165
2,274380,73126605,19497891345,29608560,7889626050,874855291544,3294665790,877777096620,-16810797642
2,264945,70476390,18755150040,28455960,7567523055,888085544543,3150179730,837590623815,-14954332313
2,260610,69208530,18387251850,27937800,7416482730,964641595356,3083432460,818285753700,-10377060110
2,262140,69543600,18457519650,28043625,7436806485,963703247885,3088383795,818720400945,-13987445199
3,281775,45392295,7321852995,25697370,4137713130,667053584040,2431674390,391286208600,-20431992446
3,276165,44452620,7163957250,25178700,4051634565,652717261935,2381854020,383089823925,-16540594465
3,285855,45892350,7376707830,26132145,4195819470,674460397680,2482715445,398606081010,-15600770080
3,290700,46619100,7485131790,26718900,4286137920,688336022250,2553471060,409671922800,-21027465774
3,294525,47129355,7551183165,26875980,4302902385,689738639295,2547310770,407980834455,-29909787103
3,295800,47275980,7565310930,26915760,4303900710,689024699730,2544594510,407018032230,-42307941110
3,308040,49157115,7854838185,28227990,4507614600,720700189260,2691071610,429961245660,-42269269668
3,306510,48847290,7794592650,28034445,4470780615,713842273575,2669041905,425884907715,-37913899329
3,312375,49745910,7932358950,28766295,4584140100,731416831500,2759078835,439924901970,-32635809878
3,308550,49079085,7816862565,28423320,4524293895,721038296055,2727860460,434470758735,-26561455421
3,303195,64849560,13880340540,26492715,5665400790,1212360002250,2422066245,517774141650,8764202834
3,306000,65278215,13935950685,26670705,5689208100,1214448316080,2430437385,518319750870,4996268042
3,311100,66194940,14095593180,26960385,5737234545,1221798632685,2442791625,519793499655,-7196107157
3,311865,66109515,14024833485,26925705,5708870640,1211308870830,2431579275,515569040880,-4310495746
3,318750,67452600,14284830210,27675915,5858419725,1240990644645,2518968285,533291760945,-925755355
3,319260,67356975,14221767945,27660105,5837171340,1232714930490,2513890725,530581494720,-1784654046
3,317985,66867885,14072559285,27445905,5772829485,1215125216385,2484458625,522627067305,23296918721
3,308295,64677945,13579896225,26381025,5535387765,1162335197475,2365795395,496407567975,13621063385
3,298350,62413290,13066991010,25416870,5317373475,1113259566195,2269055280,474632113275,15088355687
3,301410,62910285,13141222785,25955175,5416533285,1131216670275,2344856325,489150232785,9542206023
3,324105,84457020,22021207380,35670675,9286815675,993330031873,4051221465,1053606416595,5794354969
3,325125,84554685,22003192395,35719125,9282188955,1030614367283,4046617695,1050571933425,16372778581
3,328185,85166940,22114731690,36170985,9380941020,1021359724696,4112052735,1065614230170,10079218158
3,334305,86488605,22389075735,36841635,9528419760,1091448072280,4186820265,1082342056770,20525486110
3,339405,87427260,22534042470,37456950,9647071770,1171864251624,4260159540,1096890682440,16571591922
3,332520,85438260,21965517420,36690165,9428013255,1161348323721,4174424205,1072604295525,-8100260333
3,320025,81911100,20978288490,35683935,9132357585,1221914246875,4083492225,1044874275135,-1080064807
3,342210,87183735,22224798615,37469445,9548529060,1339505682300,4233093075,1078870080300,4714001604
3,344250,87372690,22188392520,37632135,9555217455,1353771155975,4251547935,1079830384035,-17360505969
3,340170,85959480,21733777500,37315935,9432780225,1363492628597,4235607375,1070927661855,-33414224213
3,267750,42430980,6731629740,24455010,3872730135,613941317805,2317093200,366644403195,-3074239207
3,268515,42484530,6729400020,24590925,3888423345,615506206395,2337809655,369393883065,-7614491085
3,269025,42497280,6720933000,24624330,3888298395,614653041675,2336933730,368823270075,-14037537385
3,273360,43124580,6811067850,24980820,3940230165,622174776675,2369949090,373691996805,-11628627521
3,276420,43563435,6873371235,25215420,3974355030,627100996980,2388937920,376517873400,-18058925390
3,276930,43563945,6861238335,25179465,3961819230,624074626890,2375561895,373801534860,-15229241268
3,281520,44169060,6938450040,25596390,4017568860,631332469530,2415696600,379264276440,-12500083282
3,280245,43945680,6899735430,25377600,3980991405,625239283035,2384310180,374095336425,-11681675629
3,282285,44224395,6937011075,25569870,4007560875,628845265065,2404672440,376969453665,-10402165537
3,292995,45865830,7189006410,26753325,4190475690,657160366890,2540070045,398043353130,-15971638898
3,294780,62571900,13291620000,25496430,5410858005,1149115254405,2304296790,488833112235,-1940556057
3,292485,61940775,13127250315,25164675,5329076445,1129351391175,2259150825,478314446385,1941058335
3,295035,62286300,13159134750,25341900,5349849255,1130183797365,2275469040,480265578885,-227405077
3,299625,63103575,13299862875,25790955,5432498835,1145074259715,2321127045,488912311155,-21068462893
3,303450,63769890,13411044660,26204565,5507563185,1158355237035,2370683745,498262062615,5552756153
3,302175,63376425,13301779455,26001840,5454263085,1144884268395,2345642490,492039095655,5427195525
3,300135,62854695,13172834115,25727970,5388686775,1129433422125,2310571320,483934813155,17279669145
3,295800,61851015,12942547695,25313085,5293552140,1107777806970,2269015755,474476187150,16275927168
3,290190,60557910,12646990200,24792375,5173789350,1080457391550,2216407215,462442693290,11393336978
3,287640,59926530,12494828640,24518505,5108477730,1065153196290,2183267925,454819346910,6289167366
3,312885,82106430,21558746520,34143735,8950478835,956141487741,3837818595,1004840392545,-15388107953
3,309060,80961990,21221205570,33848445,8857990590,923629047410,3818619645,998146119540,-31797451032
3,314670,82212000,21491712120,34434690,8988791820,1007827194228,3878542350,1011435465960,-26031520216
3,320025,83363070,21728116500,35121150,9142401780,1045588903654,3966392400,1031650640940,12411662138
3,314415,81726735,21255433965,34455345,8951921370,1030087962898,3891507825,1010430965880,6428083940
3,311100,80666190,20927636820,34076160,8833689855,1007075503201,3848266710,997208210415,24934880461
3,315690,81489585,21046930665,34510170,8906981700,1127659528632,3885881250,1002672715320,3165221068
3,320535,82405545,21197344965,35051535,9011024250,1188283441312,3950022675,1015312265640,7180848854
3,312885,80194440,20565506220,34077690,8734583850,1213505497456,3826507560,980691877500,-8229713078
3,315690,80549655,20563392015,34226610,8733923400,1263494366370,3829660890,977246515890,-6482061192
4,255765,39379140,6069591600,22566225,3476542755,536145965235,2065529325,318382773735,10395677095
4,255510,39399285,6081939975,22634820,3492223470,539359106250,2079111390,320927236410,13467125978
4,261630,40469265,6266850675,23312610,3607678290,558893352690,2153891160,333442289100,-810723076
4,265200,41096565,6375805035,23756565,3682389210,571417237050,2207050755,342160377510,1962400062
4,271320,42200970,6572282790,24190320,3762431925,585918436545,2231862000,347101887105,-13854267647
4,274380,42789255,6681619905,24454500,3813623175,595485808065,2254380030,351555839505,-7446253757
4,273870,42803535,6698532015,24222960,3786053850,592516376670,2215146750,346256814300,-11097741140
4,271575,42578625,6683809335,23964900,3758000790,589999866330,2190707040,343584492330,-9934069238
4,280500,44005350,6912090180,24811500,3892563015,611408105985,2276727210,357168838305,-14480665169
4,295035,46267710,7265181030,26246895,4114792200,645893259720,2427265185,380382851790,-5838031582
4,264690,57197010,12367249590,22109010,4777120020,1032796256490,1922995290,415442269860,-7337061450
4,272595,58904235,12736451085,22850805,4936687035,1067164899195,1994758665,430832515125,-9946687595
4,279735,60446730,13069989300,23512020,5078493045,1097602568745,2059079610,444553870815,11556290003
4,272340,58962120,12773357490,22615950,4895303085,1060240657245,1955183940,423092542965,8318627433
4,272085,58890975,12754563735,22647825,4900549965,1061023473075,1963306965,424681680015,2633722385
4,284070,61440465,13297247595,23636970,5110464690,1105595402220,2052105870,443494448070,-4327662520
4,293505,63365715,13689608955,24579705,5303063895,1144891776105,2148987765,463322899485,-1339449533
4,303450,65431470,14118421800,25516575,5497691115,1185299697285,2243730975,483029091915,-1992173987
4,310590,66877320,14410320300,26355015,5669664135,1220521272405,2342015115,503345892555,-10047965391
4,314670,67703520,14577456990,27019545,5807447010,1249106596710,2427944505,521276898660,-19099443460
4,256785,68799765,18440332905,26517960,7105505895,921072037811,2814340140,754129777125,-39243165995
4,254490,68127585,18245037585,26300700,7041431790,923821511056,2793060900,747806882040,-39039147202
4,256020,68481780,18325137930,26386125,7058904645,952835085427,2794291785,747591687285,-35279011249
4,256530,68590155,18346715265,26427945,7067560875,954481781077,2797548135,748232269215,-32244549779
4,255510,68305320,18267221310,26400150,7059225435,926230769671,2803748460,749821597515,-30540684753
4,260865,69662175,18610641795,27073350,7231060245,940000302249,2885688120,770833178295,-39054663749
4,256020,68367030,18264009840,26499855,7077894750,941998276984,2816703225,752409266370,-38124715852
4,267750,71371440,19033060770,27849825,7424273490,996466443236,2973508335,792714153270,-46646017820
4,275400,73381350,19561218810,28787715,7670734815,966754034719,3090720105,823525438365,-46199500171
4,293760,78101655,20774328015,30827460,8195154555,1054286239193,3322513830,883148286315,-22580512255
4,254235,39473235,6135114615,22611615,3511897740,545991434400,2084591085,323844859200,-1103843740
4,262395,40886955,6378159195,23307765,3632316135,566671958625,2145079635,334312922595,-19007920483
4,265200,41407665,6472735635,23497230,3668957850,573528120420,2155281930,336544857270,-1516899384
4,265455,41514510,6500141760,23420475,3663103050,573590077260,2136681465,334224855540,-4968912862
4,274125,42912930,6726009030,24276000,3799674420,595429141200,2227135320,348516153570,-6311922654
4,275145,43159260,6778214670,24249225,3803500695,597284998305,2214554895,347319791745,-17129631581
4,283305,44461545,6986333175,25089450,3936261600,618291610920,2308048860,361957447350,-7455730518
4,283815,44592870,7014965850,25148355,3949779915,621078653055,2315840895,363543223755,-11597874345
4,284325,44707875,7038652035,25176915,3957763200,622893295020,2315460945,363843533940,-10114888464
4,285345,44872860,7065378330,25469145,4003394430,630027339240,2360972835,370902942720,-17963112206
4,243015,52845180,11497586880,19818600,4309932735,937747528695,1683392190,366070406355,1367033907
4,240465,52294380,11378477910,19618170,4266779595,928446331275,1667049240,362559534735,2278180703
4,239445,52069725,11329003065,19581195,4258571655,926625184515,1667003595,362541804585,9643139921
4,241995,52630725,11452445505,19863225,4320364785,940168431375,1698172245,369354010245,8688202059
4,241995,52646025,11459145375,19845885,4318135575,940022095035,1694977095,368817552975,8285604763
4,244545,53204730,11581750140,20140665,4382282610,953998941090,1726436445,375647055540,2128904816
4,251175,54623040,11885322030,20789640,4520897550,983619155100,1791882450,389615035500,3713860702
4,261885,56944560,12389245380,21716820,4721147775,1026926088915,1876222170,407782646415,555974979
4,267750,58206045,12660870615,22273995,4840523220,1052526413820,1930636875,419404038090,1993648846
4,268770,58466400,12725937690,22320150,4853893125,1056165143715,1931736690,419940248265,-828670797
4,260355,69993930,18824560530,26884905,7228341435,896195699711,2848887285,766000223985,-42217389491
4,264180,70990470,19084113810,27382410,7358498790,887291763466,2912733930,782745751920,-48841349820
4,276420,74155275,19901793495,28792305,7723755435,913138115925,3079237455,825980260635,-42309290791
4,284580,76275600,20452520310,29747535,7972349070,913387214700,3194568345,856045182660,-32307807818
4,295035,78974010,21148225080,31071240,8315079525,873204345525,3367160760,900865309425,-35211671987
4,303960,81252435,21729220905,32152695,8591877180,870968283148,3501613335,935357048790,-16009750486
4,311865,83234550,22224398520,33085995,8826701835,848266473609,3617757165,964690406925,-17532948297
4,320790,85439025,22766083035,34379355,9150792555,804679648705,3800313705,1010836004565,-23425044249
4,325125,86437860,22991329890,35095905,9323631555,734350721099,3908323545,1037421613005,-33062842423
4,339405,90045345,23901872415,36863820,9771215970,748815590466,4130908710,1093840857450,-40372620418
5,526320,102956760,20195924520,57316860,11223788025,2203567317045,6749221680,1324274228595,-27473521201
5,547995,106900335,20911751085,60356205,11783068305,2306368457685,7172009385,1402600403955,-20695145941
5,552330,107703585,21059196165,61545525,12007623855,2348643978975,7394047065,1444762698105,-2782293103
5,524025,102308550,20026697340,57944925,11319476010,2216609412150,6922363875,1354220376210,-11916472938
5,524535,102248880,19983868560,58127250,11336329980,2216236438950,6982850130,1363735695090,-27930429920
5,510000,99458160,19443861690,55376820,10806927285,2113745540235,6519219840,1274063601495,-53069752083
5,544170,105960405,20684342595,60083610,11704569615,2285381024895,7200098400,1404407641995,-29050492157
5,541110,105410115,20582800065,59256135,11548302555,2255501591145,7035516045,1372746736425,2794095175
5,493425,97096605,19125231795,53820810,10590756390,2085819031380,6366386610,1252908167820,-7494544174
5,530145,103969620,20409039750,59370630,11643514965,2285396111715,7233175980,1418868179445,1186902519
5,561510,135198450,32624357280,63403965,15256570950,2240205577480,7472298405,1797665179860,-5037817918
5,569670,136752420,32902779030,64504035,15474730590,2341989841374,7617596385,1827134473140,-8701069712
5,569160,136382925,32753860815,65044380,15575628990,2204583413658,7787183370,1864394727870,-20330037542
5,562020,134356695,32191346115,64077675,15310238250,2197127363358,7677432645,1834361401620,-5276724688
5,570690,136255170,32602894440,65233335,15566854185,2202186428451,7842796065,1871545124985,-26981625381
5,560490,133583535,31907232255,63656925,15162718965,2120409228191,7610914875,1812674227665,-35932173677
5,556410,132838425,31767283665,64551975,15410936985,1795000534735,7991365695,1886721340585,-16074875793
5,537030,127865670,30490936500,61253550,14582168115,1947371658409,7395371790,1760642047845,-14888071781
5,604860,142836210,33786190320,72204015,17039454960,1772503537560,9210052005,2163873706708,23747057192
5,685695,160036725,37432962405,83705535,19518369375,2215720908219,10865300865,2532611939385,36748769349
5,491895,96739095,19047199245,53487270,10519646325,2071030181685,6346260480,1248192953385,-18251967811
5,507450,99278385,19447280985,55456380,10845293820,2123343660420,6592190640,1288859760510,-2786852494
5,502350,98203815,19221417285,54301995,10614456855,2077097453295,6388002705,1248712081365,-2882078107
5,504135,98275725,19181900955,54069945,10538667795,2056388286195,6294822645,1226935763235,-7554106121
5,475320,92282970,17940336810,48669555,9439188885,1832912431185,5319235995,1030434118305,-14299252875
5,530655,102733635,19915439055,56570985,10945356075,2120259989535,6536768685,1264208599155,-16473889565
5,555135,107058690,20673769530,59560350,11477193255,2214321890535,6919798830,1332691834695,-27934820485
5,545700,104826165,20162466225,57261015,10986161940,2110341020190,6450150795,1236086880660,-15135008506
5,565335,108117450,20702921130,60252165,11506339755,2199958586115,6900037605,1315979542185,-12349217883
5,602055,114642135,21857312505,65939430,12536307705,2386230216015,7792568460,1479613261995,-40277347879
5,529380,125443680,29793566070,58800450,13937619405,2009410866267,6915159870,1640153369235,10028496977
5,547485,128699520,30338619390,60905220,14319042795,2155753700881,7154618640,1683158048745,5373955823
5,566865,132171855,30901456155,64519335,15044034570,2314363374740,7744469085,1806521992860,25899470846
5,631635,146565330,34096603350,75354795,17487047280,2053328251046,9604161135,2220916112758,42305115952
5,569670,133108980,31135308750,67999065,15870572700,1981282240998,8676310485,2022181240560,-2013737230
5,593385,137821125,32043590445,72091815,16719150735,1879716070139,9416757555,2098482117161,9365415029
5,620160,143384970,33187293750,75784980,17489599830,1931511904714,9983455020,2195933438376,46693983860
5,628065,144377430,33225291300,76512495,17553421485,1999748206177,10056861105,2177481554731,11112510467
5,637755,145447920,33206627340,78223545,17796823575,2021560347727,10387285515,2224074294359,-2644635569
5,657900,149086770,33820253730,81677265,18455146110,2129821321924,11001787065,2383910713298,62721692812
6,245820,38939775,6174254055,21531690,3408873915,540184067715,1961029050,310282639575,-14775800549
6,249390,39505110,6263830710,21760170,3444948255,545882540475,1974241620,312350393265,-13248965939
6,248115,39296010,6229755570,21718350,3437900055,544715570715,1976456040,312671844225,-16926461711
6,251430,39841200,6319424280,22013130,3486534930,552737751120,2002314060,316957912020,-7069316514
6,248625,39375315,6242298765,21834630,3456470175,547700281965,1993188630,315353924535,-1954629723
6,251940,39894750,6323741940,22053165,3490737075,553078101915,2005782825,317324023425,-2624174115
6,251430,39799890,6306460590,22018485,3484206270,551876953230,2002789125,316775671680,-2681806132
6,253470,40060500,6337988790,22186530,3505732605,554492829165,2017315710,318650729775,-8267974397
6,249645,39391890,6221823540,21817800,3442450020,543669114210,1980273900,312400954920,-4628990786
6,250410,39459975,6224379915,21984570,3464405265,546457681245,2006157930,316109491575,-14289372661
6,260355,57768975,12824835615,21680610,4806905040,1066305006300,1885196130,417615725640,26167298156
6,260865,57835020,12829141800,21694635,4806277485,1065345759285,1884999015,417261792015,30087444811
6,260355,57689670,12789639750,21678570,4800244440,1063452429930,1886840880,417475263480,33727631266
6,264945,58710945,13017193335,22017210,4875581385,1080236554155,1912645860,423205430955,28092213333
6,258570,57230415,12673539525,21507465,4757939175,1053085657635,1870314585,413509779135,22268024559
6,258315,57133770,12643197330,21546990,4763489250,1053604975590,1878084180,414961234800,18057308692
6,256020,56553135,12498394305,21232575,4688404500,1035752657640,1839978765,406101073140,9858028204
6,257040,56686755,12507734955,21385065,4714688625,1039931495385,1859222085,409736080545,7509421693
6,252450,55595355,12249163935,20945190,4611781590,1015901149380,1816843890,399933614070,-2985817292
6,252195,55495905,12217763745,20878380,4594049145,1011331834725,1806068100,397355289435,2349937747
6,284325,78181470,21505378590,30033135,8254271715,435436117163,3270340065,898330147875,-24244997969
6,284325,78183510,21506645430,29976015,8238554535,452598766963,3257249895,894702369975,-19211811049
6,284580,78264090,21531765480,29991060,8243626230,462847784850,3257611740,894884019990,-19049588226
6,286620,78834270,21691198620,30231780,8310674655,460057409605,3287558430,903195612645,-21629067529
6,284580,78265875,21532785735,29981370,8241170835,462236967285,3255478410,894321713115,-15569231911
6,283305,77895105,21425007435,29924250,8223771930,444075080352,3259679790,895331925450,-16670711096
6,284070,78105225,21482942925,29962245,8234023185,459744468765,3257296305,894637529595,-14736606429
6,281265,77279280,21240418800,29669760,8148033105,460301754441,3228534090,886146716565,-26420959575
6,278205,76398765,20987426415,29251560,8029618755,482620171219,3171631350,870207332625,-20495828259
6,276420,75860205,20825998665,29141655,7994756430,471737339104,3168205425,868804085220,-15434406578
6,243525,38647035,6139013055,21797145,3456599460,548651866230,2025282165,320900353800,-17722716618
6,244290,38719965,6143100705,21920055,3472151655,550515479925,2037792975,322552552605,-20717845433
6,243525,38541465,6105652425,21869055,3459506715,547782049245,2032830165,321389684775,-7442099123
6,242505,38310180,6057993690,21798165,3442554825,544191076515,2028699165,320250096405,-15716330905
6,242505,38240055,6036160335,21616860,3408201735,537887670315,1994605920,314384004495,-11121697321
